SubjectNum,Activity,tBodyAcc-mean-X,tBodyAcc-mean-Y,tBodyAcc-mean-Z,tBodyAcc-std-X,tBodyAcc-std-Y,tBodyAcc-std-Z,tGravityAcc-mean-X,tGravityAcc-mean-Y,tGravityAcc-mean-Z,tGravityAcc-std-X,tGravityAcc-std-Y,tGravityAcc-std-Z,tBodyAccJerk-mean-X,tBodyAccJerk-mean-Y,tBodyAccJerk-mean-Z,tBodyAccJerk-std-X,tBodyAccJerk-std-Y,tBodyAccJerk-std-Z,tBodyGyro-mean-X,tBodyGyro-mean-Y,tBodyGyro-mean-Z,tBodyGyro-std-X,tBodyGyro-std-Y,tBodyGyro-std-Z,tBodyGyroJerk-mean-X,tBodyGyroJerk-mean-Y,tBodyGyroJerk-mean-Z,tBodyGyroJerk-std-X,tBodyGyroJerk-std-Y,tBodyGyroJerk-std-Z,tBodyAccMag-mean,tBodyAccMag-std,tGravityAccMag-mean,tGravityAccMag-std,tBodyAccJerkMag-mean,tBodyAccJerkMag-std,tBodyGyroMag-mean,tBodyGyroMag-std,tBodyGyroJerkMag-mean,tBodyGyroJerkMag-std,fBodyAcc-mean-X,fBodyAcc-mean-Y,fBodyAcc-mean-Z,fBodyAcc-std-X,fBodyAcc-std-Y,fBodyAcc-std-Z,fBodyAccJerk-mean-X,fBodyAccJerk-mean-Y,fBodyAccJerk-mean-Z,fBodyAccJerk-std-X,fBodyAccJerk-std-Y,fBodyAccJerk-std-Z,fBodyGyro-mean-X,fBodyGyro-mean-Y,fBodyGyro-mean-Z,fBodyGyro-std-X,fBodyGyro-std-Y,fBodyGyro-std-Z,fBodyAccMag-mean,fBodyAccMag-std,fBodyBodyAccJerkMag-mean,fBodyBodyAccJerkMag-std,fBodyBodyGyroMag-mean,fBodyBodyGyroMag-std,fBodyBodyGyroJerkMag-mean,fBodyBodyGyroJerkMag-std
8,WALKING_DOWNSTAIRS,0.274015639736842,-0.00919949513684211,-0.108198938421053,-0.991786846052632,-0.939852278947368,-0.967785046315789,0.928638525263158,-0.0661758980789474,0.0735213121578947,-0.987751334736842,-0.960043295526316,-0.969617106052632,0.076338811,0.00658261679855263,-0.00284890477342105,-0.993351319473684,-0.980733873684211,-0.990403735789474,-0.0338080006447368,-0.0776758797631579,0.0703539032734211,-0.972685502631579,-0.981409701315789,-0.961930198684211,-0.0965792340789474,-0.0393859503684211,-0.0456399690894737,-0.986380976315789,-0.993471129210526,-0.986203490526316,-0.966760964210526,-0.961645618421053,-0.966760964210526,-0.961645618421053,-0.989814236315789,-0.989934863421053,-0.954638499210526,-0.961498625789474,-0.99098856131579,-0.990970521315789,-0.991936753947368,-0.959697895,-0.978855868157895,-0.991774740263158,-0.934711763947368,-0.963846860789474,-0.993291205789474,-0.980612450789474,-0.988326535,-0.994039795526316,-0.982330022368421,-0.991141155789474,-0.972457904210526,-0.986133679210526,-0.964688339736842,-0.973071714473684,-0.978998535263158,-0.964453204736842,-0.974472502368421,-0.961104038947368,-0.989075133157895,-0.989917442631579,-0.972628062631579,-0.961103678947368,-0.991220302631579,-0.99096436131579
8,SITTING,0.279739379565217,-0.0175126198676087,-0.113249638369565,-0.183550395871739,0.0648471546347826,-0.214306347384783,0.927035682608696,-0.25245906826087,-0.0865858527586957,-0.951849197608696,-0.929940751956522,-0.908483633913043,0.0623102511209783,-0.0133733146086957,0.019526124673913,-0.139200118217391,-0.0921029116956522,-0.390437773347826,-0.0757936011434783,-0.0495709641591304,0.121418443033043,-0.35079392776087,-0.25490623123913,-0.353315925869565,-0.0800658116326087,-0.0732681848826087,-0.0819391365434783,-0.362890138543478,-0.366326849021739,-0.35964209,-0.0756641068043478,-0.113706621771739,-0.0756641068043478,-0.113706621771739,-0.164940483104348,-0.0814925119232609,-0.114987109871739,-0.224967724891304,-0.347944968608696,-0.349946050184783,-0.183591457241304,0.0200308263695652,-0.224247129702174,-0.1851869375,0.0187660036869565,-0.276017017647391,-0.190756424852174,-0.163111239652174,-0.351213198073913,-0.162629111393478,-0.075382395126087,-0.42847103,-0.227170569384783,-0.222948725763044,-0.241478623282609,-0.393842865304348,-0.282927824002174,-0.456984956086957,-0.0529858048891304,-0.2895428865,-0.0891851297978261,-0.0800604376502174,-0.235794656065217,-0.360385471304348,-0.351469163106522,-0.396174570576087
8,STANDING,0.287330563333333,-0.0161717939222222,-0.105647981907407,-0.560901876740741,-0.319690030300926,-0.492312498185185,0.51344361037037,0.176197983703704,-0.00098472511111111,-0.976751257592593,-0.973928203518519,-0.950735184074074,0.098039414057963,-0.00304628859074074,-0.0266981240424074,-0.510960220072222,-0.357438802,-0.603992717962963,-0.0461980279701481,-0.0612947915,0.0954917979888889,-0.639997216296296,-0.541688932555556,-0.594435611296296,-0.0878877261833333,-0.024575777812963,-0.0591672961259259,-0.56469700812963,-0.579034061407407,-0.600482427018519,-0.45174781787037,-0.518983047240741,-0.45174781787037,-0.518983047240741,-0.464607159555556,-0.451932826322222,-0.502960295796296,-0.552733775740741,-0.568948339444444,-0.566633032851852,-0.560221294259259,-0.336708409618519,-0.507119521796296,-0.562047529962963,-0.354857748481482,-0.525311836222222,-0.55269267702963,-0.4102364715,-0.583234098648148,-0.512245722407407,-0.343558751698148,-0.623459380555556,-0.534793844092593,-0.51145555662963,-0.554070849259259,-0.674713328148148,-0.566131808148148,-0.647023222222222,-0.492509630185185,-0.609931878703704,-0.458058876296296,-0.448603727631482,-0.542313658166667,-0.644159253518519,-0.575707233537037,-0.58580090837037
8,LAYING,0.264103904759259,-0.0273533563761111,-0.122052691481482,-0.220250940759259,0.105140623918519,-0.22134550837037,0.86720306,-0.329355124259259,-0.166545005768333,-0.94809042037037,-0.917664621481481,-0.914808074259259,0.0820250991203704,0.0132883455537037,-0.0371265282055556,-0.367694364037037,-0.267098244211111,-0.59562782,-0.151008668357407,0.00724354439074074,0.102714128427778,-0.491198324,-0.389745272777778,-0.223888396648148,-0.0593224909425926,-0.0553633887259259,-0.0390265567962963,-0.567697814074074,-0.633002672407407,-0.490564796111111,-0.0643436512333333,-0.243558135037037,-0.0643436512333333,-0.243558135037037,-0.36712358532963,-0.347862143859259,-0.207247811931481,-0.372984979518519,-0.581049641666667,-0.623015878518519,-0.28197140562963,-0.0318173157407407,-0.362073194314815,-0.199608877907407,0.100422629094444,-0.214305967364259,-0.388655752196296,-0.315373042381482,-0.559686524144444,-0.403249221224315,-0.263776921611111,-0.630743211666667,-0.420354350314815,-0.453347248518519,-0.228813355888889,-0.517047061592593,-0.364475981666667,-0.297708831111111,-0.258326806185185,-0.35489445687037,-0.319506693331481,-0.391680232625926,-0.438005343037037,-0.439065251611111,-0.607749732037037,-0.672404899259259
9,WALKING,0.278502842115385,-0.0180891971284423,-0.110820512307692,-0.238353562692308,-0.201696960826923,-0.0579636469030769,0.951867079615385,-0.0314341738730769,-0.115856121080385,-0.980971973653846,-0.971242423076923,-0.955523995576923,0.0704357270480769,0.0212255910017308,0.00414762740192308,-0.206733787961538,-0.276929933846154,-0.409764526153846,-0.0808360598653846,-0.0625598710615385,0.111629779896154,-0.476163506730769,-0.467054167884615,-0.265683521346154,-0.0809204094461538,-0.0356283427038462,-0.0633406620592308,-0.526985309038462,-0.549200228076923,-0.457881494038462,-0.0980840496143461,-0.37942877,-0.0980840496143461,-0.37942877,-0.203733615519231,-0.317113487115385,-0.294542266826923,-0.489725811538462,-0.510253995769231,-0.599866472692308,-0.294711163653846,-0.257677616153846,-0.250806259788462,-0.218019977423077,-0.223972558596154,-0.0337965256573077,-0.314265401346154,-0.367706595,-0.399541245192308,-0.170228340134423,-0.228380473480769,-0.419104362884615,-0.383676120961538,-0.436905860576923,-0.240222512134615,-0.507404512692308,-0.490990336346154,-0.342367223269231,-0.318801022711539,-0.513891953269231,-0.316870715576923,-0.322337536730769,-0.513797480384615,-0.562714528653846,-0.602581618269231,-0.624351923653846
9,WALKING_UPSTAIRS,0.262436475714286,-0.0195101099975714,-0.125219003959184,-0.36144437755102,-0.302206203816327,-0.253434083542857,0.902647777755102,-0.0377947824285714,-0.266009866857143,-0.954383557142857,-0.901317321632653,-0.89407107877551,0.0692266245755102,0.00126612218367347,0.00766046602367347,-0.335291644693878,-0.586147012244898,-0.647296002040816,-0.16396719,-0.0412587909579592,0.14569462592449,-0.343976630734694,-0.400859067959184,-0.138176481058776,-0.0684689593355102,-0.0302797452408163,-0.0236327911183674,-0.660419534285714,-0.708604774693878,-0.65711420122449,-0.260727581428571,-0.400222037142857,-0.260727581428571,-0.400222037142857,-0.440667540204082,-0.445485397959184,-0.0833234490061225,-0.425839761428571,-0.672840561836735,-0.748651255510204,-0.342735952653061,-0.405022798163265,-0.384710423408163,-0.369815777346939,-0.297641062755102,-0.244081808302041,-0.402044750408163,-0.608498592040816,-0.615125710612245,-0.327421989591837,-0.590112916530612,-0.677831082857143,-0.313941631326531,-0.499159202857143,-0.327698671183673,-0.361626377102041,-0.352033091612245,-0.165554554220408,-0.372890348979592,-0.509929461428571,-0.419533108571429,-0.484935752040816,-0.531482693877551,-0.456841325204082,-0.734159449387755,-0.787781590816327
9,WALKING_DOWNSTAIRS,0.295923445,-0.0203994269075476,-0.0910278793952381,0.213392270547619,-0.208310705504762,-0.00771530035714286,0.938417773333333,-0.0352304645104762,-0.0822761749426191,-0.952141220714286,-0.936306558809524,-0.876641297380952,0.130193043809524,-0.0206865965952381,0.00262568854761905,0.017623342197619,-0.3094424725,-0.359513362761905,-0.0916383011071428,-0.0712598843142857,0.116804400690476,-0.396429197952381,-0.340765233142857,-0.279685150191905,-0.094591202447619,-0.0597608334619048,-0.0678080598785714,-0.509669314047619,-0.448602451190476,-0.417239550952381,0.145886357935714,0.265120131365238,0.145886357935714,0.265120131365238,-0.162376089276191,0.039907818552381,-0.168921400633333,-0.322331464761905,-0.469028434047619,-0.455855425238095,0.103128506197619,-0.183120455428571,-0.103705822657857,0.250488758869048,-0.273561385142857,-0.0349494927142857,-0.0645354342404762,-0.313643041809524,-0.293677789595238,0.00938224337142857,-0.355981821428571,-0.425377408333333,-0.325042890904762,-0.312512195452381,-0.250686586719048,-0.423558773952381,-0.364282565714286,-0.356561471714286,0.222203941,0.0888671674047619,0.00716877883571429,0.0705526138333333,-0.347540226666667,-0.424170737142857,-0.463172053809524,-0.485158906904762
9,SITTING,0.24832674354,-0.02701677698,-0.07537846886,-0.9572277914,-0.875141405,-0.83200187268,0.9163245106,-0.0414258228938,0.085263099144,-0.9552804062,-0.94645197,-0.88585411242,0.077005006374,0.009817397262,-0.008674672651,-0.9645358564,-0.9567775448,-0.9618894376,-0.042328876778,-0.04142711812,0.0807919285908,-0.9590200492,-0.9191882264,-0.9301768338,-0.0930708106,-0.046663441472,-0.052841489994,-0.9645323452,-0.9719274472,-0.9687388914,-0.8933617176,-0.8637564342,-0.8933617176,-0.8637564342,-0.964383757,-0.9517802432,-0.9032355368,-0.9066063206,-0.9733641366,-0.9663610734,-0.959413594,-0.911683219,-0.8922013438,-0.956903459,-0.86761360746,-0.818001834824,-0.9655962396,-0.9580073906,-0.9575269752,-0.9666604036,-0.9585229866,-0.9649413418,-0.950315237,-0.9396930078,-0.940312313,-0.9618360162,-0.910583361,-0.9341874784,-0.8977181972,-0.8691725114,-0.9530504408,-0.9493949814,-0.9344377378,-0.9064712292,-0.9683155878,-0.9659970148
9,STANDING,0.282310057333333,-0.0200454954022222,-0.0952747481333333,-0.975741252444444,-0.938635759333333,-0.919295805777778,0.961323502222222,-0.010383816474,0.00914769235555555,-0.989103160444444,-0.972573867555555,-0.932245295111111,0.0760032053555556,0.0130699796066667,-0.004700785502,-0.969973398888889,-0.963849332888889,-0.970584264666667,-0.029183136346,-0.060810158296,0.0992409332222222,-0.921990612,-0.946046640444444,-0.939889737333333,-0.095897704,-0.0419199574333333,-0.0575743131488889,-0.949105691555556,-0.975036530444445,-0.969726483555556,-0.945167482444445,-0.936105010444444,-0.945167482444445,-0.936105010444444,-0.969524578888889,-0.963764177777778,-0.921030223111111,-0.908291403111111,-0.969824044222222,-0.965287050888889,-0.971662692,-0.944849431777778,-0.941686874222222,-0.977579248444444,-0.938790016888889,-0.913896832222222,-0.971313768666667,-0.962624298888889,-0.967129200444444,-0.971278823333333,-0.968234579555556,-0.972588748666667,-0.916974437555556,-0.954514301555556,-0.941510336,-0.924738576444445,-0.941950576888889,-0.944942811777778,-0.946330171777778,-0.940265546444444,-0.963242884,-0.963593159555556,-0.929769067777778,-0.910909659555556,-0.967491628,-0.964770799111111
9,LAYING,0.2591955368,-0.020526821662,-0.10754972144,-0.94233309,-0.9162927764,-0.9407072854,-0.5802528348,-0.1191541962,0.9578730416,-0.9218210626,-0.9699944882,-0.9712046902,0.08807344764,0.011561732718,-0.0070536778584,-0.9647404702,-0.9639966798,-0.958562455,-0.013632036148,-0.15890291983,0.101275010682,-0.9422465098,-0.9266185314,-0.9615953704,-0.10384667982,-0.027552256948,-0.0569490475,-0.945329035,-0.9621702422,-0.9770761602,-0.9308684376,-0.91512680016,-0.9308684376,-0.91512680016,-0.9633745492,-0.9550268052,-0.9071250998,-0.8985578738,-0.964524819,-0.9528015598,-0.946865494,-0.9343665984,-0.9459190006,-0.9409810272,-0.9128367508,-0.9419711636,-0.964304065,-0.9640828062,-0.955909215,-0.9686013042,-0.966634136,-0.9597147176,-0.930297921,-0.9345796594,-0.9598150092,-0.9463891504,-0.9231319366,-0.965686312,-0.9266042952,-0.921929738394,-0.9543205856,-0.9550947122,-0.9186053356,-0.9034005814,-0.9558062546,-0.9522904702
10,WALKING,0.278574076603774,-0.017022351190566,-0.109057512132075,-0.178709734396226,-0.0227431651698113,-0.395645072075472,0.963092149811321,-0.0838277013962264,0.0549276242264151,-0.974435158113208,-0.971114719811321,-0.957862728301887,0.0857943809283019,0.00408248792641509,-0.0162953195396226,-0.0521991013207547,0.0750804952113208,-0.511662905849057,0.0106894976215094,-0.0819540783760943,0.0986695731160377,-0.414205475283019,-0.250853318679245,-0.174524868603774,-0.122709563462264,-0.0519204981037736,-0.0611262928849057,-0.366063723207547,-0.509683327924528,-0.329079492641509,-0.127400912069811,-0.185602396067925,-0.127400912069811,-0.185602396067925,-0.132624992298283,0.037608338009434,-0.156458730358491,-0.402025135660377,-0.440363636603774,-0.501027916603774,-0.114190001283019,0.0533911909886792,-0.41218272245283,-0.206366497226415,-0.129775706316981,-0.435304215660377,-0.107941107467925,0.0309052018326415,-0.464020508867925,-0.0791518267107547,0.0484867672264151,-0.558512650188679,-0.277913780754717,-0.345209034528302,-0.108530029881132,-0.458292932830189,-0.204392821584906,-0.273292866226415,-0.0930237422792453,-0.370471943962264,0.0205189516981132,0.0502087634986792,-0.412616909622642,-0.499759796981132,-0.515065335849057,-0.517675799056604
10,WALKING_UPSTAIRS,0.267121853404255,-0.0143854920340426,-0.118180420834043,-0.161591924234043,-0.00555287692765957,-0.0738744931340426,0.931861027446809,-0.0565670278723404,0.0227527702016383,-0.959216072340426,-0.937039417446809,-0.864745838297872,0.0648829303510638,0.0266314282191489,-0.0513375831851064,-0.187220175510638,-0.177803083425532,-0.607520480212766,0.0733447168425532,-0.0954600216446809,0.0879664182957447,-0.308534708121277,0.0411724668680851,-0.320509332297872,-0.157212539189362,-0.0372348522521277,-0.036502173787234,-0.427291343617021,-0.60462905787234,-0.482244799361702,-0.0266623294757447,-0.211537480214383,-0.0266623294757447,-0.211537480214383,-0.262038042446809,-0.226010197889362,0.0438573846851064,-0.113062673542979,-0.523462968510638,-0.618272355319149,-0.139410790617021,-0.0390688222212766,-0.301206408085106,-0.171957349438298,-0.051628469647234,-0.0342347233914894,-0.20121432216383,-0.206872839212766,-0.553230667234043,-0.247598320858298,-0.202796129097872,-0.662894135319149,-0.218524716912766,-0.235858986212766,-0.262763367170213,-0.34130162006383,0.171735785297872,-0.403822082765957,-0.166866721574468,-0.361437534680851,-0.153553147382979,-0.334365043829787,-0.265371689148936,-0.166969377765957,-0.600582998297872,-0.67129056212766
10,WALKING_DOWNSTAIRS,0.29040159431579,-0.0200050770710526,-0.110848597247368,0.295733547631579,0.00407915363157895,-0.183557562032895,0.939807421052632,-0.0646160768947368,0.0418715409263158,-0.939267613157895,-0.937003823684211,-0.902085224736842,0.100959387447368,0.0107824902368421,0.000152617173684209,0.223275806105263,-0.105020355562895,-0.318188417289474,-0.124839594289474,-0.106742538831579,0.0724433685578947,-0.304745377026316,-0.311407525263158,-0.0353021837,-0.0643764005526316,-0.0489378053157895,-0.0720413112078947,-0.416986139210526,-0.471650977631579,-0.227137389605263,0.250843769394737,0.156998205421053,0.250843769394737,0.156998205421053,0.0507010228431579,0.110877231263158,-0.0238468037578947,-0.280382850552632,-0.40185431131579,-0.494105756315789,0.215665273157895,0.00904660360263158,-0.157728357742105,0.324957743157895,-0.0633337717526316,-0.268686170263158,0.181419131002632,-0.119504295573684,-0.240679035428947,0.156912678626316,-0.15335580256579,-0.396147929736842,-0.214350280079211,-0.272495710342105,0.0391366814342105,-0.339514358157895,-0.343237004473684,-0.1503916379,0.220115703368421,-0.061674284081579,0.156978047052632,0.0380266696789474,-0.312347510289474,-0.387780104447368,-0.484196484736842,-0.544988519210526
10,SITTING,0.270612056481482,-0.015042681852037,-0.104253238796296,-0.982901825925926,-0.917979529962963,-0.967826981666667,0.791887198148148,-0.041260775,0.20253457287037,-0.973128354074074,-0.935690006481481,-0.966898520555556,0.0775372505185185,0.00897875458703704,-0.00499566427666667,-0.988946414074074,-0.980756789814815,-0.988255803703704,-0.0432432176851852,-0.0679993598888889,0.0745958869444444,-0.988873097222222,-0.984373304814815,-0.960445962037037,-0.0931555026481482,-0.0411216540925926,-0.048941191502963,-0.992326657222222,-0.992584494814815,-0.990259813148148,-0.96075719962963,-0.939669591481481,-0.96075719962963,-0.939669591481481,-0.988054237592593,-0.985209856296296,-0.944202043703704,-0.963064577592593,-0.993707487592593,-0.991696196481481,-0.984943144259259,-0.9404502,-0.97464465462963,-0.982242427777778,-0.912838063018519,-0.966121042592593,-0.989365013888889,-0.980962856111111,-0.986056767777778,-0.989550917407407,-0.982045591111111,-0.98911086,-0.986477363333333,-0.986179215555556,-0.96539546962963,-0.989712360740741,-0.983579646666667,-0.962418559814815,-0.955281010740741,-0.941511952777778,-0.985900801111111,-0.983266741481481,-0.974459732592593,-0.962459956111111,-0.992191529259259,-0.991409100925926
10,STANDING,0.276650300681818,-0.0155418603409091,-0.107964083931818,-0.978403481818182,-0.919561843409091,-0.941271440454545,0.954008785454545,-0.0431597830454545,0.0346980210431818,-0.991259485,-0.975410724090909,-0.959579657727273,0.0809784390227273,0.0119007630575,-0.00485841031477273,-0.964311490454545,-0.941328663409091,-0.9764306,-0.0281854325604545,-0.0876820486363636,0.103251560681818,-0.929895057954545,-0.958861164090909,-0.953681099545454,-0.104753833181818,-0.0371593000727273,-0.0584162547045455,-0.950367548409091,-0.976445016590909,-0.969051030681818,-0.951988907954546,-0.937264537954545,-0.951988907954546,-0.937264537954545,-0.965163818409091,-0.952058214545455,-0.929787259772727,-0.920486810227273,-0.971637661590909,-0.964409410454545,-0.970099814318182,-0.923378745227273,-0.955272383863636,-0.982949246136364,-0.921860476590909,-0.938098683181818,-0.963565166136364,-0.942187760454545,-0.972241512272727,-0.968612135909091,-0.944847393636364,-0.979428729090909,-0.924005912954545,-0.960323800909091,-0.950915730909091,-0.932273942727273,-0.958399857954545,-0.958901257272727,-0.9401101675,-0.945048242954545,-0.951633690454545,-0.952105964545455,-0.937786743409091,-0.922961550454545,-0.965614081363636,-0.965055815454545
10,LAYING,0.280230574137931,-0.024294484137931,-0.117168642362069,-0.968283685,-0.946454302068966,-0.95947148637931,-0.453069737586207,-0.139297681034483,-0.031121624137931,-0.954531941896552,-0.966701156034483,-0.963045642431035,0.073815064487931,0.015698997097069,0.00716689586275862,-0.978007466724138,-0.966930793448276,-0.976256662586207,-0.019555937162069,-0.0770325657265517,0.104720478344828,-0.961713199827586,-0.953660207586207,-0.971940597413793,-0.100308254413793,-0.0388797920413793,-0.0590744912758621,-0.965900578103448,-0.966621040344828,-0.983949302758621,-0.956781819655172,-0.940301654482759,-0.956781819655172,-0.940301654482759,-0.976234435172414,-0.967556980689655,-0.937590998793103,-0.927471165517241,-0.970830848965517,-0.959632931551724,-0.96918420862069,-0.954341849137931,-0.964300845172414,-0.96796803862069,-0.946229148258621,-0.959813667810345,-0.979014668793103,-0.968039173793103,-0.972592212931034,-0.978904364137931,-0.968120692241379,-0.978582339137931,-0.953793912068966,-0.954670034482759,-0.969755777241379,-0.96454456637931,-0.953453496551724,-0.975298797068966,-0.950848109137931,-0.944304974655172,-0.968561121551724,-0.965377553448276,-0.937692642586207,-0.933701315344828,-0.960976821551724,-0.960772875517241
11,WALKING,0.280731338305085,-0.0177138388752542,-0.106424586464407,-0.332026316271186,-0.256215741864407,-0.373881897118644,0.920278204915254,-0.253589209661017,-0.0626785021016949,-0.969885020169492,-0.946483610169492,-0.931134108474576,0.0826386663711864,0.00379898388305085,-0.000839396577966102,-0.404427067457627,-0.442106474067797,-0.650064642372881,-0.0589396403313559,-0.0550110949862712,0.0983462338966102,-0.609573478016949,-0.541018074576271,-0.48536425779661,-0.0946436199677966,-0.0469538473101695,-0.0569893018115254,-0.689029464745763,-0.738441016101695,-0.627969326610169,-0.282318056779661,-0.323305992627119,-0.282318056779661,-0.323305992627119,-0.458050642033898,-0.430249693830509,-0.422740480847458,-0.538341232338983,-0.69740295440678,-0.749076113220339,-0.368651011186441,-0.310459861186441,-0.49198306440678,-0.319362854915254,-0.276735721728814,-0.364688663338983,-0.438190030508475,-0.469140304576271,-0.623195162372881,-0.42263046779661,-0.450744029322034,-0.675354716101695,-0.565983588779661,-0.604583691016949,-0.483628756271186,-0.627009040779661,-0.51409856440678,-0.534291744576271,-0.32936842359322,-0.426479072033898,-0.428780181983051,-0.436221668135593,-0.606664112372881,-0.576743451491525,-0.743708537457627,-0.775488050525424
11,WALKING_UPSTAIRS,0.276925936666667,-0.0168307352607407,-0.10810565587037,-0.695769290185185,-0.619642351481482,-0.670209273518519,0.918449924259259,-0.240189063148148,-0.143463912481482,-0.977024665185185,-0.961719961851852,-0.947007066851852,0.081725865037037,0.00299645773148148,0.00998264768759259,-0.763249274074074,-0.779616051111111,-0.852345265740741,-0.0544725700037037,-0.0470379549259259,0.0975016570722222,-0.77508018,-0.790875841111111,-0.729207586111111,-0.0964880292955556,-0.0447116898018519,-0.057675369787037,-0.876579915,-0.893157861851852,-0.849826339814815,-0.655121646296296,-0.658775709111111,-0.655121646296296,-0.658775709111111,-0.788178700555556,-0.760071945,-0.692670930555556,-0.753310332037037,-0.878662249074074,-0.897622707962963,-0.728081346296296,-0.68640547,-0.73992917,-0.684593225185185,-0.612311954037037,-0.660688890185185,-0.777352147777778,-0.785061275740741,-0.838934701481482,-0.770364219074074,-0.789200312962963,-0.864389778333333,-0.781243573148148,-0.823489748888889,-0.75421108962963,-0.777081903740741,-0.776179493888889,-0.747492193148148,-0.69144576462963,-0.694487532777778,-0.76443447537037,-0.75611836962963,-0.817254694444445,-0.757152682777778,-0.895988106666667,-0.907422814074074
11,WALKING_DOWNSTAIRS,0.267392028043478,-0.0218804797136457,-0.106528461230435,-0.374952845,-0.224693665065217,-0.35495206826087,0.895966798043478,-0.288379745434783,-0.104185511065217,-0.961024217391304,-0.938488469347826,-0.914526225,0.0756242974,0.0307436301652174,-0.0115447027652174,-0.521454566956522,-0.529827937826087,-0.722600415869565,-0.0222706572413044,-0.0811773713086957,0.0805882100282609,-0.541631223478261,-0.554981222173913,-0.437746364347826,-0.0771570716991304,-0.0570785973717391,-0.0717397327217391,-0.72953763326087,-0.808166829347826,-0.684693658913044,-0.29520420326087,-0.346101393478261,-0.29520420326087,-0.346101393478261,-0.561210068043478,-0.532219467391304,-0.362455119565217,-0.516208589130435,-0.755598034347826,-0.810366550652174,-0.448130311304348,-0.346820185434783,-0.518499008043478,-0.349189062608696,-0.215876254847826,-0.325523806086957,-0.545742202173913,-0.541776686739131,-0.694657683913044,-0.539170856521739,-0.549829369782609,-0.749702308043478,-0.550246317826087,-0.652390798043478,-0.47986284673913,-0.546972786456522,-0.511147573913044,-0.478054208043478,-0.388446081543478,-0.426163701521739,-0.52477381173913,-0.544499979782609,-0.638411041304348,-0.525564949782609,-0.801310776086957,-0.837181053043478
11,SITTING,0.275184629811321,-0.0170291620754717,-0.106784888264151,-0.981087864150943,-0.973473288679245,-0.980301808301887,0.0743633426415094,0.559076164641509,0.397621314584906,-0.989695890377359,-0.993076352641509,-0.990752442264151,0.0701427701509434,0.0130964152622642,0.000700080389207547,-0.981307742264151,-0.975190626415094,-0.98727951490566,-0.0267364362396226,-0.0793587227258491,0.090012883509434,-0.988361122264151,-0.979533926415094,-0.98139435490566,-0.100585193264151,-0.0410960478867925,-0.0550301556792453,-0.987162294339623,-0.990128528867925,-0.989278955471698,-0.979059284716981,-0.982409220943396,-0.979059284716981,-0.982409220943396,-0.981513983018868,-0.984148638301887,-0.97719963509434,-0.979897695849057,-0.989374209811321,-0.990752193962264,-0.980569804150943,-0.972762897169811,-0.98299217754717,-0.981362918113208,-0.974596194716981,-0.979507205660377,-0.982206518301887,-0.97628546509434,-0.985264315660377,-0.982005480943396,-0.97568856509434,-0.987860851509434,-0.985517134150943,-0.983374689433962,-0.981333498490566,-0.989253748113208,-0.977572837735849,-0.983088711698113,-0.981840628867925,-0.984772317169811,-0.983814888113207,-0.983656777169811,-0.983141711698113,-0.981175321132076,-0.990444477169811,-0.991493259056604
11,STANDING,0.276431750212766,-0.013852639906383,-0.109012535851064,-0.993833095106383,-0.980310969361702,-0.978642148085106,0.752601201914894,0.146971505106383,0.124226706595745,-0.992288165744681,-0.987608432553191,-0.981135368510638,0.0761376273829787,0.00970699399297872,0.00183568288670638,-0.991647618510638,-0.98515558,-0.989711011914894,-0.0327097992340426,-0.0697132204893617,0.0844357014893617,-0.992325807659574,-0.988770064893617,-0.98285359,-0.0961753459361702,-0.0401758820425532,-0.0541160724744681,-0.994016598297872,-0.994182068510638,-0.993440028723404,-0.985727391914894,-0.985166344468085,-0.985727391914894,-0.985166344468085,-0.989855419787234,-0.991820164893617,-0.978019352765957,-0.982054220851064,-0.994765626595745,-0.995259656170213,-0.992917484042553,-0.980613284042553,-0.983471008723404,-0.994257493829787,-0.98063176893617,-0.97703234893617,-0.991930531702128,-0.985040744680851,-0.988099709148936,-0.992078250212766,-0.986420105319149,-0.989855999574468,-0.990345481276596,-0.989964915106383,-0.98332456,-0.992928677446809,-0.988145391702128,-0.984290444468085,-0.986906683829787,-0.985940114042553,-0.990964204680851,-0.991884701702128,-0.986533311702128,-0.982217319361702,-0.995081752765957,-0.995511989361702
